Millis;DutyCycle;ADC;Voltage(V);Resistance(ohm);LUX
132235; 0,0; 17; 0,01V; 2399411,75; 0,31
135285; 0,0; 17; 0,01V; 2399411,75; 0,31
135336; 0,0; 22; 0,02V; 1851818,25; 0,43
135386; 0,0; 17; 0,01V; 2399411,75; 0,31
135437; 0,0; 17; 0,01V; 2399411,75; 0,31
135488; 0,0; 17; 0,01V; 2399411,75; 0,31
135538; 0,0; 18; 0,01V; 2265555,50; 0,34
135589; 0,0; 17; 0,01V; 2399411,75; 0,31
135639; 0,0; 17; 0,01V; 2399411,75; 0,31
135690; 0,0; 17; 0,01V; 2399411,75; 0,31
135740; 0,0; 17; 0,01V; 2399411,75; 0,31
135791; 0,0; 5; 0,00V; 8182000,00; 0,07
135841; 0,0; 16; 0,01V; 2550000,00; 0,29
135892; 0,0; 17; 0,01V; 2399411,75; 0,31
135942; 0,0; 17; 0,01V; 2399411,75; 0,31
135993; 0,0; 17; 0,01V; 2399411,75; 0,31
136044; 0,0; 17; 0,01V; 2399411,75; 0,31
136094; 0,0; 17; 0,01V; 2399411,75; 0,31
136145; 0,0; 17; 0,01V; 2399411,75; 0,31
136195; 0,0; 16; 0,01V; 2550000,00; 0,29
136246; 0,0; 17; 0,01V; 2399411,75; 0,31
136296; 0,0; 16; 0,01V; 2550000,00; 0,29
136347; 0,0; 19; 0,02V; 2145789,50; 0,36
136397; 0,0; 17; 0,01V; 2399411,75; 0,31
136448; 0,0; 4; 0,00V; 10230000,00; 0,05
136498; 0,0; 17; 0,01V; 2399411,75; 0,31
136549; 0,0; 3; 0,00V; 13643334,00; 0,04
136600; 0,0; 17; 0,01V; 2399411,75; 0,31
136650; 0,0; 4; 0,00V; 10230000,00; 0,05
136701; 0,0; 20; 0,02V; 2038000,00; 0,38
136751; 0,0; 17; 0,01V; 2399411,75; 0,31
136802; 0,0; 20; 0,02V; 2038000,00; 0,38
136852; 0,0; 17; 0,01V; 2399411,75; 0,31
136903; 0,0; 16; 0,01V; 2550000,00; 0,29
136953; 0,0; 16; 0,01V; 2550000,00; 0,29
137004; 0,0; 21; 0,02V; 1940476,25; 0,41
137054; 0,0; 5; 0,00V; 8182000,00; 0,07
137105; 0,0; 16; 0,01V; 2550000,00; 0,29
137156; 0,0; 16; 0,01V; 2550000,00; 0,29
137206; 0,0; 17; 0,01V; 2399411,75; 0,31
137257; 0,0; 17; 0,01V; 2399411,75; 0,31
137307; 0,0; 17; 0,01V; 2399411,75; 0,31
137358; 0,0; 16; 0,01V; 2550000,00; 0,29
137408; 0,0; 16; 0,01V; 2550000,00; 0,29
137459; 0,0; 16; 0,01V; 2550000,00; 0,29
137509; 0,0; 16; 0,01V; 2550000,00; 0,29
137560; 0,0; 17; 0,01V; 2399411,75; 0,31
137610; 0,0; 17; 0,01V; 2399411,75; 0,31
137661; 0,0; 17; 0,01V; 2399411,75; 0,31
137712; 0,0; 17; 0,01V; 2399411,75; 0,31
137762; 0,0; 17; 0,01V; 2399411,75; 0,31
137813; 0,0; 17; 0,01V; 2399411,75; 0,31
137863; 0,0; 18; 0,01V; 2265555,50; 0,34
137914; 0,0; 4; 0,00V; 10230000,00; 0,05
137964; 0,0; 22; 0,02V; 1851818,25; 0,43
138015; 0,0; 17; 0,01V; 2399411,75; 0,31
138065; 0,0; 17; 0,01V; 2399411,75; 0,31
138116; 0,0; 35; 0,03V; 1160285,75; 0,77
138166; 0,0; 17; 0,01V; 2399411,75; 0,31
138217; 0,0; 17; 0,01V; 2399411,75; 0,31
138268; 0,1; 17; 0,01V; 2399411,75; 0,31
138318; 0,1; 17; 0,01V; 2399411,75; 0,31
138369; 0,1; 18; 0,01V; 2265555,50; 0,34
138419; 0,1; 20; 0,02V; 2038000,00; 0,38
138470; 0,1; 12; 0,01V; 3403333,50; 0,20
138521; 0,1; 21; 0,02V; 1940476,25; 0,41
138571; 0,1; 26; 0,02V; 1565384,62; 0,53
138622; 0,1; 24; 0,02V; 1696666,75; 0,48
138673; 0,1; 25; 0,02V; 1628400,00; 0,51
138723; 0,1; 26; 0,02V; 1565384,62; 0,53
138774; 0,1; 27; 0,02V; 1507037,00; 0,56
138825; 0,1; 30; 0,02V; 1355333,25; 0,64
138876; 0,1; 29; 0,02V; 1402413,75; 0,61
138926; 0,1; 29; 0,02V; 1402413,75; 0,61
138977; 0,1; 30; 0,02V; 1355333,25; 0,64
139027; 0,1; 32; 0,03V; 1270000,00; 0,69
139078; 0,1; 32; 0,03V; 1270000,00; 0,69
139129; 0,1; 32; 0,03V; 1270000,00; 0,69
139179; 0,1; 33; 0,03V; 1231212,12; 0,72
139230; 0,1; 34; 0,03V; 1194705,88; 0,75
139281; 0,1; 35; 0,03V; 1160285,75; 0,77
139332; 0,1; 34; 0,03V; 1194705,88; 0,75
139382; 0,1; 35; 0,03V; 1160285,75; 0,77
139433; 0,1; 36; 0,03V; 1127777,75; 0,80
139484; 0,1; 35; 0,03V; 1160285,75; 0,77
139534; 0,1; 25; 0,02V; 1628400,00; 0,51
139585; 0,1; 36; 0,03V; 1127777,75; 0,80
139635; 0,1; 37; 0,03V; 1097027,00; 0,83
139686; 0,1; 38; 0,03V; 1067894,75; 0,86
139737; 0,1; 44; 0,04V; 920909,12; 1,03
139787; 0,1; 31; 0,02V; 1311290,38; 0,67
139838; 0,1; 38; 0,03V; 1067894,75; 0,86
139889; 0,1; 40; 0,03V; 1014000,00; 0,92
139940; 0,1; 39; 0,03V; 1040256,44; 0,89
139990; 0,1; 40; 0,03V; 1014000,00; 0,92
140041; 0,1; 40; 0,03V; 1014000,00; 0,92
140091; 0,1; 40; 0,03V; 1014000,00; 0,92
140142; 0,1; 41; 0,03V; 989024,38; 0,95
140193; 0,1; 42; 0,03V; 965238,12; 0,98
140244; 0,1; 42; 0,03V; 965238,12; 0,98
140294; 0,1; 43; 0,03V; 942558,12; 1,00
140345; 0,1; 42; 0,03V; 965238,12; 0,98
140396; 0,1; 42; 0,03V; 965238,12; 0,98
140447; 0,1; 42; 0,03V; 965238,12; 0,98
140497; 0,1; 42; 0,03V; 965238,12; 0,98
140548; 0,1; 43; 0,03V; 942558,12; 1,00
140599; 0,1; 43; 0,03V; 942558,12; 1,00
140650; 0,1; 43; 0,03V; 942558,12; 1,00
140700; 0,1; 43; 0,03V; 942558,12; 1,00
140751; 0,1; 43; 0,03V; 942558,12; 1,00
140802; 0,1; 44; 0,04V; 920909,12; 1,03
140853; 0,1; 45; 0,04V; 900222,25; 1,06
140903; 0,1; 78; 0,06V; 515128,22; 2,14
140954; 0,1; 44; 0,04V; 920909,12; 1,03
141005; 0,1; 45; 0,04V; 900222,25; 1,06
141055; 0,1; 44; 0,04V; 920909,12; 1,03
141106; 0,1; 43; 0,03V; 942558,12; 1,00
141157; 0,1; 33; 0,03V; 1231212,12; 0,72
141208; 0,1; 45; 0,04V; 900222,25; 1,06
141258; 0,1; 45; 0,04V; 900222,25; 1,06
141309; 0,1; 46; 0,04V; 880434,75; 1,09
141360; 0,1; 46; 0,04V; 880434,75; 1,09
141410; 0,1; 45; 0,04V; 900222,25; 1,06
141461; 0,1; 45; 0,04V; 900222,25; 1,06
141512; 0,1; 44; 0,04V; 920909,12; 1,03
141562; 0,1; 49; 0,04V; 825918,38; 1,19
141613; 0,1; 35; 0,03V; 1160285,75; 0,77
141664; 0,1; 46; 0,04V; 880434,75; 1,09
141714; 0,1; 46; 0,04V; 880434,75; 1,09
141765; 0,1; 45; 0,04V; 900222,25; 1,06
141816; 0,1; 36; 0,03V; 1127777,75; 0,80
141866; 0,1; 46; 0,04V; 880434,75; 1,09
141917; 0,1; 50; 0,04V; 809200,00; 1,22
141968; 0,1; 47; 0,04V; 861489,44; 1,12
142018; 0,1; 45; 0,04V; 900222,25; 1,06
142069; 0,1; 46; 0,04V; 880434,75; 1,09
142119; 0,1; 46; 0,04V; 880434,75; 1,09
142170; 0,1; 46; 0,04V; 880434,75; 1,09
142221; 0,1; 46; 0,04V; 880434,75; 1,09
142271; 0,1; 48; 0,04V; 843333,38; 1,15
142322; 0,1; 45; 0,04V; 900222,25; 1,06
142373; 0,1; 49; 0,04V; 825918,38; 1,19
142424; 0,1; 46; 0,04V; 880434,75; 1,09
142474; 0,1; 46; 0,04V; 880434,75; 1,09
142525; 0,1; 48; 0,04V; 843333,38; 1,15
142576; 0,1; 48; 0,04V; 843333,38; 1,15
142626; 0,1; 48; 0,04V; 843333,38; 1,15
142677; 0,1; 48; 0,04V; 843333,38; 1,15
142728; 0,1; 48; 0,04V; 843333,38; 1,15
142779; 0,1; 48; 0,04V; 843333,38; 1,15
142829; 0,1; 48; 0,04V; 843333,38; 1,15
142880; 0,1; 47; 0,04V; 861489,44; 1,12
142931; 0,1; 112; 0,09V; 355714,25; 3,40
142982; 0,1; 48; 0,04V; 843333,38; 1,15
143032; 0,1; 47; 0,04V; 861489,44; 1,12
143083; 0,1; 49; 0,04V; 825918,38; 1,19
143134; 0,1; 48; 0,04V; 843333,38; 1,15
143184; 0,1; 48; 0,04V; 843333,38; 1,15
143235; 0,1; 50; 0,04V; 809200,00; 1,22
143286; 0,1; 49; 0,04V; 825918,38; 1,19
143337; 0,1; 48; 0,04V; 843333,38; 1,15
143387; 0,1; 48; 0,04V; 843333,38; 1,15
143438; 0,1; 49; 0,04V; 825918,38; 1,19
143489; 0,1; 48; 0,04V; 843333,38; 1,15
143540; 0,1; 48; 0,04V; 843333,38; 1,15
143590; 0,1; 49; 0,04V; 825918,38; 1,19
143641; 0,1; 49; 0,04V; 825918,38; 1,19
143692; 0,1; 49; 0,04V; 825918,38; 1,19
143743; 0,1; 49; 0,04V; 825918,38; 1,19
143793; 0,1; 49; 0,04V; 825918,38; 1,19
143844; 0,1; 49; 0,04V; 825918,38; 1,19
143895; 0,1; 49; 0,04V; 825918,38; 1,19
143946; 0,1; 49; 0,04V; 825918,38; 1,19
143996; 0,1; 49; 0,04V; 825918,38; 1,19
144047; 0,1; 49; 0,04V; 825918,38; 1,19
144098; 0,1; 49; 0,04V; 825918,38; 1,19
144149; 0,1; 48; 0,04V; 843333,38; 1,15
144199; 0,1; 49; 0,04V; 825918,38; 1,19
144250; 0,1; 48; 0,04V; 843333,38; 1,15
144301; 0,2; 48; 0,04V; 843333,38; 1,15
144352; 0,2; 60; 0,05V; 672666,62; 1,53
144402; 0,2; 68; 0,05V; 592352,94; 1,80
144453; 0,2; 74; 0,06V; 543513,50; 2,00
144504; 0,2; 79; 0,06V; 508481,03; 2,17
144554; 0,2; 83; 0,07V; 483494,00; 2,31
144605; 0,2; 86; 0,07V; 466279,06; 2,42
144655; 0,2; 88; 0,07V; 455454,56; 2,49
144706; 0,2; 94; 0,08V; 425744,72; 2,71
144757; 0,2; 91; 0,07V; 440109,91; 2,60
144807; 0,2; 91; 0,07V; 440109,91; 2,60
144858; 0,2; 91; 0,07V; 440109,91; 2,60
144908; 0,2; 92; 0,07V; 435217,38; 2,64
144959; 0,2; 93; 0,07V; 430430,09; 2,68
145010; 0,2; 93; 0,07V; 430430,09; 2,68
145060; 0,2; 93; 0,07V; 430430,09; 2,68
145111; 0,2; 93; 0,07V; 430430,09; 2,68
145161; 0,2; 94; 0,08V; 425744,72; 2,71
145212; 0,2; 94; 0,08V; 425744,72; 2,71
145262; 0,2; 98; 0,08V; 407959,19; 2,86
145313; 0,2; 113; 0,09V; 352477,88; 3,44
145364; 0,2; 94; 0,08V; 425744,72; 2,71
145414; 0,2; 97; 0,08V; 412268,03; 2,83
145465; 0,2; 96; 0,08V; 416666,69; 2,79
145516; 0,2; 96; 0,08V; 416666,69; 2,79
145566; 0,2; 69; 0,06V; 583623,19; 1,83
145617; 0,2; 97; 0,08V; 412268,03; 2,83
145667; 0,2; 97; 0,08V; 412268,03; 2,83
145718; 0,2; 97; 0,08V; 412268,03; 2,83
145768; 0,2; 97; 0,08V; 412268,03; 2,83
145819; 0,2; 96; 0,08V; 416666,69; 2,79
145869; 0,2; 96; 0,08V; 416666,69; 2,79
145920; 0,2; 97; 0,08V; 412268,03; 2,83
145971; 0,2; 97; 0,08V; 412268,03; 2,83
146021; 0,2; 97; 0,08V; 412268,03; 2,83
146072; 0,2; 96; 0,08V; 416666,69; 2,79
146122; 0,2; 98; 0,08V; 407959,19; 2,86
146173; 0,2; 98; 0,08V; 407959,19; 2,86
146223; 0,2; 98; 0,08V; 407959,19; 2,86
146274; 0,2; 104; 0,08V; 383846,16; 3,09
146324; 0,2; 98; 0,08V; 407959,19; 2,86
146375; 0,2; 97; 0,08V; 412268,03; 2,83
146426; 0,2; 98; 0,08V; 407959,19; 2,86
146476; 0,2; 98; 0,08V; 407959,19; 2,86
146527; 0,2; 97; 0,08V; 412268,03; 2,83
146577; 0,2; 98; 0,08V; 407959,19; 2,86
146628; 0,2; 99; 0,08V; 403737,38; 2,90
146679; 0,2; 98; 0,08V; 407959,19; 2,86
146729; 0,2; 98; 0,08V; 407959,19; 2,86
146780; 0,2; 98; 0,08V; 407959,19; 2,86
146830; 0,2; 98; 0,08V; 407959,19; 2,86
146881; 0,2; 103; 0,08V; 387669,91; 3,05
146932; 0,2; 99; 0,08V; 403737,38; 2,90
146982; 0,2; 97; 0,08V; 412268,03; 2,83
147033; 0,2; 98; 0,08V; 407959,19; 2,86
147083; 0,2; 100; 0,08V; 399600,00; 2,94
147134; 0,2; 99; 0,08V; 403737,38; 2,90
147185; 0,2; 100; 0,08V; 399600,00; 2,94
147235; 0,2; 98; 0,08V; 407959,19; 2,86
147286; 0,2; 97; 0,08V; 412268,03; 2,83
147337; 0,2; 99; 0,08V; 403737,38; 2,90
147387; 0,2; 99; 0,08V; 403737,38; 2,90
147438; 0,2; 98; 0,08V; 407959,19; 2,86
147489; 0,2; 99; 0,08V; 403737,38; 2,90
147539; 0,2; 99; 0,08V; 403737,38; 2,90
147590; 0,2; 99; 0,08V; 403737,38; 2,90
147641; 0,2; 98; 0,08V; 407959,19; 2,86
147691; 0,2; 99; 0,08V; 403737,38; 2,90
147742; 0,2; 91; 0,07V; 440109,91; 2,60
147793; 0,2; 99; 0,08V; 403737,38; 2,90
147844; 0,2; 100; 0,08V; 399600,00; 2,94
147894; 0,2; 99; 0,08V; 403737,38; 2,90
147945; 0,2; 99; 0,08V; 403737,38; 2,90
147996; 0,2; 99; 0,08V; 403737,38; 2,90
148046; 0,2; 99; 0,08V; 403737,38; 2,90
148097; 0,2; 99; 0,08V; 403737,38; 2,90
148148; 0,2; 93; 0,07V; 430430,09; 2,68
148198; 0,2; 104; 0,08V; 383846,16; 3,09
148249; 0,2; 100; 0,08V; 399600,00; 2,94
148300; 0,2; 99; 0,08V; 403737,38; 2,90
148350; 0,2; 99; 0,08V; 403737,38; 2,90
148401; 0,2; 100; 0,08V; 399600,00; 2,94
148452; 0,2; 99; 0,08V; 403737,38; 2,90
148502; 0,2; 89; 0,07V; 450224,72; 2,53
148553; 0,2; 88; 0,07V; 455454,56; 2,49
148604; 0,2; 99; 0,08V; 403737,38; 2,90
148654; 0,2; 100; 0,08V; 399600,00; 2,94
148705; 0,2; 99; 0,08V; 403737,38; 2,90
148756; 0,2; 105; 0,08V; 380095,22; 3,13
148806; 0,2; 100; 0,08V; 399600,00; 2,94
148857; 0,2; 102; 0,08V; 391568,59; 3,01
148908; 0,2; 99; 0,08V; 403737,38; 2,90
148958; 0,2; 99; 0,08V; 403737,38; 2,90
149009; 0,2; 100; 0,08V; 399600,00; 2,94
149060; 0,2; 100; 0,08V; 399600,00; 2,94
149110; 0,2; 88; 0,07V; 455454,56; 2,49
149161; 0,2; 101; 0,08V; 395544,56; 2,98
149211; 0,2; 106; 0,09V; 376415,09; 3,17
149262; 0,2; 100; 0,08V; 399600,00; 2,94
149312; 0,2; 100; 0,08V; 399600,00; 2,94
149363; 0,2; 126; 0,10V; 315079,38; 3,95
149414; 0,2; 99; 0,08V; 403737,38; 2,90
149465; 0,2; 100; 0,08V; 399600,00; 2,94
149515; 0,2; 100; 0,08V; 399600,00; 2,94
149566; 0,2; 98; 0,08V; 407959,19; 2,86
149616; 0,2; 100; 0,08V; 399600,00; 2,94
149667; 0,2; 100; 0,08V; 399600,00; 2,94
149717; 0,2; 99; 0,08V; 403737,38; 2,90
149768; 0,2; 100; 0,08V; 399600,00; 2,94
149819; 0,2; 104; 0,08V; 383846,16; 3,09
149869; 0,2; 98; 0,08V; 407959,19; 2,86
149920; 0,2; 100; 0,08V; 399600,00; 2,94
149970; 0,2; 100; 0,08V; 399600,00; 2,94
150021; 0,2; 100; 0,08V; 399600,00; 2,94
150072; 0,2; 105; 0,08V; 380095,22; 3,13
150122; 0,2; 100; 0,08V; 399600,00; 2,94
150173; 0,2; 100; 0,08V; 399600,00; 2,94
150223; 0,2; 101; 0,08V; 395544,56; 2,98
150274; 0,2; 100; 0,08V; 399600,00; 2,94
150324; 0,3; 100; 0,08V; 399600,00; 2,94
150375; 0,3; 114; 0,09V; 349298,25; 3,48
150426; 0,3; 124; 0,10V; 320322,59; 3,87
150476; 0,3; 134; 0,11V; 295671,66; 4,28
150527; 0,3; 139; 0,11V; 284676,28; 4,49
150577; 0,3; 142; 0,11V; 278450,69; 4,61
150628; 0,3; 146; 0,12V; 270547,94; 4,78
150679; 0,3; 146; 0,12V; 270547,94; 4,78
150729; 0,3; 153; 0,12V; 257712,42; 5,08
150780; 0,3; 149; 0,12V; 264899,34; 4,91
150830; 0,3; 155; 0,12V; 254258,06; 5,17
150881; 0,3; 152; 0,12V; 259473,69; 5,04
150931; 0,3; 149; 0,12V; 264899,34; 4,91
150982; 0,3; 150; 0,12V; 263066,66; 4,95
151033; 0,3; 152; 0,12V; 259473,69; 5,04
151083; 0,3; 152; 0,12V; 259473,69; 5,04
151134; 0,3; 153; 0,12V; 257712,42; 5,08
151184; 0,3; 152; 0,12V; 259473,69; 5,04
151235; 0,3; 156; 0,13V; 252564,11; 5,21
151285; 0,3; 154; 0,12V; 255974,03; 5,13
151336; 0,3; 153; 0,12V; 257712,42; 5,08
151387; 0,3; 153; 0,12V; 257712,42; 5,08
151437; 0,3; 152; 0,12V; 259473,69; 5,04
151488; 0,3; 150; 0,12V; 263066,66; 4,95
151538; 0,3; 107; 0,09V; 372803,72; 3,20
151589; 0,3; 152; 0,12V; 259473,69; 5,04
151640; 0,3; 153; 0,12V; 257712,42; 5,08
151690; 0,3; 154; 0,12V; 255974,03; 5,13
151741; 0,3; 153; 0,12V; 257712,42; 5,08
151791; 0,3; 153; 0,12V; 257712,42; 5,08
151842; 0,3; 153; 0,12V; 257712,42; 5,08
151892; 0,3; 153; 0,12V; 257712,42; 5,08
151943; 0,3; 153; 0,12V; 257712,42; 5,08
151994; 0,3; 152; 0,12V; 259473,69; 5,04
152044; 0,3; 153; 0,12V; 257712,42; 5,08
152095; 0,3; 153; 0,12V; 257712,42; 5,08
152145; 0,3; 153; 0,12V; 257712,42; 5,08
152196; 0,3; 152; 0,12V; 259473,69; 5,04
152246; 0,3; 154; 0,12V; 255974,03; 5,13
152297; 0,3; 153; 0,12V; 257712,42; 5,08
152348; 0,3; 154; 0,12V; 255974,03; 5,13
152398; 0,3; 153; 0,12V; 257712,42; 5,08
152449; 0,3; 155; 0,12V; 254258,06; 5,17
152499; 0,3; 170; 0,14V; 230941,19; 5,83
152550; 0,3; 153; 0,12V; 257712,42; 5,08
152601; 0,3; 153; 0,12V; 257712,42; 5,08
152651; 0,3; 158; 0,13V; 249240,52; 5,30
152702; 0,3; 153; 0,12V; 257712,42; 5,08
152752; 0,3; 156; 0,13V; 252564,11; 5,21
152803; 0,3; 153; 0,12V; 257712,42; 5,08
152853; 0,3; 142; 0,11V; 278450,69; 4,61
152904; 0,3; 156; 0,13V; 252564,11; 5,21
152955; 0,3; 153; 0,12V; 257712,42; 5,08
153005; 0,3; 154; 0,12V; 255974,03; 5,13
153056; 0,3; 153; 0,12V; 257712,42; 5,08
153106; 0,3; 153; 0,12V; 257712,42; 5,08
153157; 0,3; 158; 0,13V; 249240,52; 5,30
153208; 0,3; 154; 0,12V; 255974,03; 5,13
153258; 0,3; 153; 0,12V; 257712,42; 5,08
153309; 0,3; 157; 0,13V; 250891,72; 5,26
153359; 0,3; 153; 0,12V; 257712,42; 5,08
153410; 0,3; 156; 0,13V; 252564,11; 5,21
153460; 0,3; 154; 0,12V; 255974,03; 5,13
153511; 0,3; 153; 0,12V; 257712,42; 5,08
153562; 0,3; 154; 0,12V; 255974,03; 5,13
153612; 0,3; 153; 0,12V; 257712,42; 5,08
153663; 0,3; 142; 0,11V; 278450,69; 4,61
153713; 0,3; 154; 0,12V; 255974,03; 5,13
153764; 0,3; 154; 0,12V; 255974,03; 5,13
153814; 0,3; 154; 0,12V; 255974,03; 5,13
153865; 0,3; 144; 0,12V; 274444,44; 4,70
153916; 0,3; 154; 0,12V; 255974,03; 5,13
153966; 0,3; 154; 0,12V; 255974,03; 5,13
154017; 0,3; 147; 0,12V; 268639,44; 4,83
154067; 0,3; 154; 0,12V; 255974,03; 5,13
154118; 0,3; 153; 0,12V; 257712,42; 5,08
154168; 0,3; 153; 0,12V; 257712,42; 5,08
154219; 0,3; 152; 0,12V; 259473,69; 5,04
154270; 0,3; 155; 0,12V; 254258,06; 5,17
154320; 0,3; 154; 0,12V; 255974,03; 5,13
154371; 0,3; 154; 0,12V; 255974,03; 5,13
154421; 0,3; 153; 0,12V; 257712,42; 5,08
154472; 0,3; 218; 0,18V; 177889,92; 8,08
154523; 0,3; 156; 0,13V; 252564,11; 5,21
154573; 0,3; 149; 0,12V; 264899,34; 4,91
154624; 0,3; 158; 0,13V; 249240,52; 5,30
154674; 0,3; 154; 0,12V; 255974,03; 5,13
154725; 0,3; 154; 0,12V; 255974,03; 5,13
154775; 0,3; 154; 0,12V; 255974,03; 5,13
154826; 0,3; 154; 0,12V; 255974,03; 5,13
154877; 0,3; 154; 0,12V; 255974,03; 5,13
154927; 0,3; 156; 0,13V; 252564,11; 5,21
154978; 0,3; 154; 0,12V; 255974,03; 5,13
155028; 0,3; 154; 0,12V; 255974,03; 5,13
155079; 0,3; 142; 0,11V; 278450,69; 4,61
155130; 0,3; 154; 0,12V; 255974,03; 5,13
155180; 0,3; 154; 0,12V; 255974,03; 5,13
155231; 0,3; 159; 0,13V; 247610,05; 5,34
155281; 0,3; 154; 0,12V; 255974,03; 5,13
155332; 0,3; 159; 0,13V; 247610,05; 5,34
155382; 0,3; 154; 0,12V; 255974,03; 5,13
155433; 0,3; 154; 0,12V; 255974,03; 5,13
155484; 0,3; 156; 0,13V; 252564,11; 5,21
155534; 0,3; 154; 0,12V; 255974,03; 5,13
155585; 0,3; 155; 0,12V; 254258,06; 5,17
155635; 0,3; 154; 0,12V; 255974,03; 5,13
155686; 0,3; 154; 0,12V; 255974,03; 5,13
155736; 0,3; 172; 0,14V; 228139,53; 5,92
155787; 0,3; 155; 0,12V; 254258,06; 5,17
155838; 0,3; 154; 0,12V; 255974,03; 5,13
155888; 0,3; 154; 0,12V; 255974,03; 5,13
155939; 0,3; 134; 0,11V; 295671,66; 4,28
155989; 0,3; 176; 0,14V; 222727,28; 6,10
156040; 0,3; 154; 0,12V; 255974,03; 5,13
156090; 0,3; 155; 0,12V; 254258,06; 5,17
156141; 0,3; 155; 0,12V; 254258,06; 5,17
156192; 0,3; 154; 0,12V; 255974,03; 5,13
156242; 0,3; 154; 0,12V; 255974,03; 5,13
156293; 0,3; 154; 0,12V; 255974,03; 5,13
156343; 0,4; 157; 0,13V; 250891,72; 5,26
156394; 0,4; 171; 0,14V; 229532,17; 5,87
156445; 0,4; 181; 0,15V; 216298,34; 6,33
156495; 0,4; 190; 0,15V; 205578,94; 6,74
